,loss,mean_io_u,iou_score,precision,recall,f1-score,val_loss,val_mean_io_u,val_iou_score,val_precision,val_recall,val_f1-score
0,1.0094010829925537,0.4703443646430969,0.059940170496702194,0.20642918348312378,0.15134181082248688,0.08881779760122299,1.0154873132705688,0.4703011214733124,0.04114837944507599,0.10039075464010239,0.2417452037334442,0.07308774441480637
1,0.9499416947364807,0.4703279435634613,0.11934854090213776,0.2585139870643616,0.24370451271533966,0.17940080165863037,1.1483943462371826,0.4820140302181244,0.03536004573106766,0.1708691418170929,0.13318350911140442,0.06219545006752014
2,0.8973656892776489,0.4703367054462433,0.15229088068008423,0.2458777278661728,0.2969924211502075,0.2326086312532425,1.4268295764923096,0.47595325112342834,0.0245390385389328,0.1748046725988388,0.11812009662389755,0.043740369379520416
3,0.8676154017448425,0.47033119201660156,0.16956305503845215,0.2646760940551758,0.32300493121147156,0.25982534885406494,0.9704170823097229,0.4703035056591034,0.08236124366521835,0.14910806715488434,0.2598024308681488,0.13571397960186005
4,0.854478657245636,0.47033610939979553,0.17704233527183533,0.27949491143226624,0.3286687135696411,0.27079010009765625,0.8604817986488342,0.470261812210083,0.1606018990278244,0.2760098874568939,0.3138309419155121,0.2485324889421463
5,0.8425731658935547,0.470332533121109,0.18577295541763306,0.2936779260635376,0.3472887873649597,0.2829534411430359,0.8718007802963257,0.47027093172073364,0.1614970862865448,0.2549113631248474,0.3167189955711365,0.24344593286514282
6,0.833391547203064,0.4703291356563568,0.19275732338428497,0.3055444061756134,0.35119563341140747,0.2929363548755646,0.857193112373352,0.4702663719654083,0.16905523836612701,0.25903764367103577,0.36596736311912537,0.25726059079170227
7,0.827540934085846,0.47033125162124634,0.19719214737415314,0.31142091751098633,0.35808876156806946,0.2984520196914673,0.8177573680877686,0.470272421836853,0.2006308138370514,0.2878493368625641,0.40678536891937256,0.30486050248146057
8,0.82265704870224,0.47033271193504333,0.20121827721595764,0.3172915279865265,0.3632720708847046,0.30380046367645264,0.838860809803009,0.470302551984787,0.17488481104373932,0.2944863438606262,0.3208167254924774,0.2679515779018402
9,0.8104034066200256,0.4703311026096344,0.21042384207248688,0.3281945288181305,0.3779240548610687,0.31620970368385315,0.8409462571144104,0.4702775478363037,0.18270626664161682,0.30268216133117676,0.35395577549934387,0.2756194770336151
10,0.8045249581336975,0.4703284502029419,0.21581627428531647,0.33756956458091736,0.3858434855937958,0.3232227861881256,0.8538113236427307,0.4703114330768585,0.16742393374443054,0.2810609042644501,0.3735552728176117,0.25878000259399414
11,0.7996286153793335,0.47033119201660156,0.21954582631587982,0.34224724769592285,0.3947198987007141,0.32681915163993835,0.8438842296600342,0.4702964127063751,0.18224288523197174,0.33410418033599854,0.35285839438438416,0.27406272292137146
12,0.7912501096725464,0.4703286290168762,0.22462262213230133,0.35046494007110596,0.3915552794933319,0.3343287706375122,0.8320563435554504,0.47032400965690613,0.17773224413394928,0.3296426236629486,0.3163042962551117,0.268575519323349
13,0.7876759171485901,0.4703303277492523,0.22668671607971191,0.35313138365745544,0.39362823963165283,0.33793458342552185,0.8407282829284668,0.47026345133781433,0.18701867759227753,0.32110702991485596,0.293266624212265,0.2748986482620239
14,0.7814518213272095,0.47032982110977173,0.23252986371517181,0.3614414632320404,0.40103939175605774,0.34404000639915466,0.8157860040664673,0.4702810049057007,0.19941197335720062,0.32281848788261414,0.35556861758232117,0.2980222702026367
15,0.7759860157966614,0.47033271193504333,0.23627515137195587,0.3654875159263611,0.4039858281612396,0.348688542842865,0.7928232550621033,0.47025758028030396,0.2183399498462677,0.3546554148197174,0.37066709995269775,0.3217543959617615
16,0.7649126052856445,0.470332533121109,0.2448081225156784,0.3804599344730377,0.41647428274154663,0.3606921434402466,0.793912410736084,0.47027602791786194,0.2189028114080429,0.3613381087779999,0.35621386766433716,0.3219626843929291
17,0.7687159180641174,0.47033169865608215,0.24412260949611664,0.37923574447631836,0.41154131293296814,0.3573012351989746,0.8196570873260498,0.4702717363834381,0.19237172603607178,0.3685383200645447,0.32113713026046753,0.28437817096710205
18,0.7525841593742371,0.4703323543071747,0.25555190443992615,0.3932383060455322,0.4223916232585907,0.3719055950641632,0.7950982451438904,0.47032400965690613,0.21600358188152313,0.38088005781173706,0.36117497086524963,0.31595471501350403
19,0.7485702633857727,0.47033050656318665,0.2596288323402405,0.3991098701953888,0.4288809597492218,0.37720969319343567,0.7666411399841309,0.47026345133781433,0.23678790032863617,0.37012600898742676,0.37861260771751404,0.3464300334453583
20,0.7453318238258362,0.47033271193504333,0.26268982887268066,0.4022217392921448,0.43382585048675537,0.3804751932621002,0.7901805639266968,0.4702810049057007,0.22390346229076385,0.33748191595077515,0.4095703661441803,0.32926538586616516
21,0.7416811585426331,0.47033557295799255,0.2657662630081177,0.40612563490867615,0.43436697125434875,0.3835074007511139,0.8167442083358765,0.47026145458221436,0.20611657202243805,0.36168354749679565,0.3499336540699005,0.3035295605659485
22,0.732763946056366,0.4703335464000702,0.2731676399707794,0.4202650487422943,0.44439706206321716,0.39362862706184387,0.830350399017334,0.47027602791786194,0.19197644293308258,0.3831450343132019,0.3431051969528198,0.2842167615890503
23,0.732523500919342,0.4703327417373657,0.277243971824646,0.4221433699131012,0.44582027196884155,0.3961610198020935,0.7826433181762695,0.4702717363834381,0.22999978065490723,0.39358460903167725,0.3946467936038971,0.3296744227409363
24,0.720009982585907,0.4703306555747986,0.28579357266426086,0.432900071144104,0.45555612444877625,0.40727540850639343,0.7463597059249878,0.47032567858695984,0.2541791498661041,0.45590469241142273,0.3757154047489166,0.36035796999931335
25,0.7149136662483215,0.47033411264419556,0.2895927131175995,0.4423242211341858,0.45571038126945496,0.41169583797454834,0.7737098932266235,0.47026345133781433,0.2360171377658844,0.49072766304016113,0.3358345329761505,0.3310021162033081
26,0.7110795974731445,0.470329225063324,0.29421916604042053,0.4482823610305786,0.460074245929718,0.41566842794418335,0.7507226467132568,0.47041383385658264,0.2555058002471924,0.4575132429599762,0.36994877457618713,0.35963940620422363
27,0.7042436599731445,0.47034087777137756,0.2992166578769684,0.4541311264038086,0.4642617404460907,0.42144474387168884,0.7499364614486694,0.47025758028030396,0.25219401717185974,0.4743257761001587,0.34905487298965454,0.35512876510620117
28,0.6950475573539734,0.47033679485321045,0.3062359392642975,0.4639379680156708,0.47611120343208313,0.430363267660141,0.7518681287765503,0.47027602791786194,0.2557210624217987,0.48069700598716736,0.3648156523704529,0.35819417238235474
29,0.6996040344238281,0.47033780813217163,0.3053472936153412,0.4622713327407837,0.4703109562397003,0.4266863465309143,0.7224146723747253,0.4702717363834381,0.29080286622047424,0.46903255581855774,0.4198712706565857,0.40011727809906006
30,0.6824057102203369,0.47033944725990295,0.31818071007728577,0.4794703722000122,0.4781380891799927,0.4412977695465088,0.796596884727478,0.47032400965690613,0.2291799783706665,0.5314381122589111,0.3240298330783844,0.31501099467277527
31,0.681329071521759,0.47034019231796265,0.31709620356559753,0.47955653071403503,0.4799424707889557,0.4417346715927124,0.7179144620895386,0.47026345133781433,0.2855346202850342,0.4805492162704468,0.4028061628341675,0.3927477300167084
32,0.6731635928153992,0.4703306555747986,0.32503798604011536,0.4875556528568268,0.49055159091949463,0.44952499866485596,0.7476158142089844,0.47137051820755005,0.26242315769195557,0.4689943492412567,0.40646427869796753,0.3602990210056305
33,0.6676334738731384,0.4703414738178253,0.3295610845088959,0.4923884868621826,0.4891158640384674,0.4532433748245239,0.718320369720459,0.47025758028030396,0.28831997513771057,0.5040019154548645,0.38874128460884094,0.3971844017505646
34,0.6593483090400696,0.4703356623649597,0.3364001512527466,0.5029341578483582,0.5000486373901367,0.46246567368507385,0.7083100080490112,0.4702795445919037,0.29583415389060974,0.47941911220550537,0.43045780062675476,0.41254734992980957
35,0.6636675000190735,0.47033900022506714,0.33622807264328003,0.5017500519752502,0.49935683608055115,0.46012747287750244,0.7101867198944092,0.4702717363834381,0.29435378313064575,0.5158185362815857,0.40666067600250244,0.40089401602745056
36,0.6538652777671814,0.4703373610973358,0.3416738212108612,0.5081378817558289,0.5038790106773376,0.46727585792541504,0.7019376158714294,0.47032400965690613,0.2925775945186615,0.4846215844154358,0.4293035566806793,0.4046657085418701
37,0.6489534378051758,0.47033441066741943,0.3458539545536041,0.5109024047851562,0.5087251663208008,0.47225937247276306,0.6816121339797974,0.47032374143600464,0.3141230046749115,0.512515664100647,0.438188761472702,0.4280746281147003
38,0.6449158191680908,0.4703352451324463,0.3510999381542206,0.5186059474945068,0.5104141235351562,0.47630688548088074,0.6942239999771118,0.4703427851200104,0.3021284341812134,0.5253696441650391,0.42851436138153076,0.41525858640670776
39,0.6415160298347473,0.4703400433063507,0.35362324118614197,0.5192088484764099,0.5145551562309265,0.4794532358646393,0.7205904126167297,0.47026070952415466,0.28689610958099365,0.529708206653595,0.3711836040019989,0.3917660415172577
40,0.6311792731285095,0.4703376591205597,0.36326754093170166,0.5308094620704651,0.5266345739364624,0.4907552897930145,0.6776697635650635,0.47027602791786194,0.31120458245277405,0.5098446011543274,0.445545494556427,0.42861148715019226
41,0.6379151940345764,0.47033312916755676,0.3592606484889984,0.5227633118629456,0.525996208190918,0.48455652594566345,0.6788294315338135,0.47036609053611755,0.3194957971572876,0.5461012721061707,0.4560232162475586,0.43093517422676086
42,0.628149151802063,0.47033336758613586,0.36761024594306946,0.5356321334838867,0.5282841324806213,0.493672251701355,0.6757503151893616,0.4704740047454834,0.3282970190048218,0.5705952644348145,0.4463341534137726,0.43481358885765076
43,0.6242795586585999,0.4703347682952881,0.3704869747161865,0.5377715229988098,0.5314266085624695,0.4971776604652405,0.6624712944030762,0.4702743589878082,0.3327293395996094,0.5505801439285278,0.4261537194252014,0.44585323333740234
