,loss,mean_io_u,iou_score,precision,recall,f1-score,val_loss,val_mean_io_u,val_iou_score,val_precision,val_recall,val_f1-score
0,1.0126049518585205,0.4703637957572937,0.056046970188617706,0.1783420741558075,0.14001253247261047,0.07519897818565369,0.9982518553733826,0.4702620804309845,0.051762938499450684,0.320792555809021,0.15947875380516052,0.08073648065328598
1,0.9526682496070862,0.4703637957572937,0.1308574676513672,0.2866255044937134,0.25738075375556946,0.1921510398387909,1.003150224685669,0.47053125500679016,0.0660322904586792,0.26093581318855286,0.21343466639518738,0.11087004840373993
2,0.8886486887931824,0.4703637957572937,0.16504918038845062,0.25335580110549927,0.3064057528972626,0.2471034675836563,0.97459477186203,0.4715830087661743,0.10850632935762405,0.1923086941242218,0.3185878396034241,0.17136450111865997
3,0.8557769060134888,0.4703643023967743,0.18414226174354553,0.27903929352760315,0.3425152003765106,0.27492716908454895,0.907304048538208,0.47025737166404724,0.14571250975131989,0.24386383593082428,0.32906654477119446,0.2220369577407837
4,0.8342258334159851,0.4703637957572937,0.19666776061058044,0.30064868927001953,0.35695573687553406,0.2921651601791382,0.8564818501472473,0.4702768623828888,0.17771174013614655,0.27618762850761414,0.33521416783332825,0.2640382647514343
5,0.8205582499504089,0.4703637957572937,0.20667171478271484,0.31642240285873413,0.3674689531326294,0.30594757199287415,0.856066107749939,0.4703163206577301,0.1738770753145218,0.28199097514152527,0.3088712990283966,0.2575399875640869
6,0.8100133538246155,0.4703638255596161,0.21348950266838074,0.3313014805316925,0.37389111518859863,0.31448301672935486,0.83942049741745,0.47028180956840515,0.1911572515964508,0.3273148834705353,0.33832883834838867,0.2827950716018677
7,0.793975830078125,0.47037220001220703,0.22602006793022156,0.34800708293914795,0.3913525342941284,0.33030349016189575,0.8435550332069397,0.4702998995780945,0.17578929662704468,0.3901819586753845,0.2632002532482147,0.2579877972602844
8,0.7837837934494019,0.4703685939311981,0.23356980085372925,0.35749369859695435,0.3959644138813019,0.3412797152996063,0.814296305179596,0.47031962871551514,0.20218822360038757,0.35512638092041016,0.34150055050849915,0.3009859025478363
9,0.7724277973175049,0.47039392590522766,0.2423129826784134,0.37073075771331787,0.40343502163887024,0.3512399196624756,0.8182705640792847,0.47037070989608765,0.20100165903568268,0.3309720456600189,0.33847784996032715,0.2895699143409729
10,0.7628498673439026,0.4704006612300873,0.2507977783679962,0.38619181513786316,0.4168097674846649,0.36178916692733765,0.8074315786361694,0.47098585963249207,0.20971596240997314,0.3931310474872589,0.33537375926971436,0.30263054370880127
11,0.7524727582931519,0.4704113304615021,0.2606065571308136,0.3957878351211548,0.42079153656959534,0.37193629145622253,0.8139119148254395,0.47119784355163574,0.20850710570812225,0.3441848158836365,0.3609011471271515,0.30628326535224915
12,0.7399330139160156,0.47041553258895874,0.27133938670158386,0.4102248549461365,0.43859294056892395,0.38608184456825256,0.7656214833259583,0.4706657826900482,0.25006377696990967,0.41422557830810547,0.36402514576911926,0.3520491123199463
13,0.7260268926620483,0.4704175889492035,0.283242791891098,0.4266640543937683,0.454456627368927,0.3988402187824249,0.8039455413818359,0.47061270475387573,0.216391921043396,0.4765166640281677,0.3370469808578491,0.30445951223373413
14,0.7198196053504944,0.47040054202079773,0.2876717448234558,0.4319310784339905,0.45744314789772034,0.4042547047138214,0.7824641466140747,0.47048288583755493,0.24735015630722046,0.42621806263923645,0.3688538372516632,0.34767821431159973
15,0.7185853719711304,0.47043123841285706,0.2907432019710541,0.4359823763370514,0.460833340883255,0.4072328507900238,0.7264705300331116,0.47031843662261963,0.2792491018772125,0.44361603260040283,0.4223465621471405,0.3948996067047119
16,0.7035882472991943,0.4704427719116211,0.30362260341644287,0.4542781710624695,0.4672802686691284,0.4214109480381012,0.7728339433670044,0.47032633423805237,0.24080702662467957,0.5112672448158264,0.3721643388271332,0.3337557315826416
17,0.6966040134429932,0.47041401267051697,0.3113817274570465,0.46092870831489563,0.47719916701316833,0.4296964704990387,0.7185438871383667,0.47062915563583374,0.2859927713871002,0.4647027850151062,0.4135035574436188,0.40576010942459106
18,0.6856079697608948,0.47045066952705383,0.3188375234603882,0.47093498706817627,0.48044779896736145,0.4384709596633911,0.745162308216095,0.47033074498176575,0.2740309238433838,0.4293379783630371,0.4176901876926422,0.384489506483078
19,0.681282103061676,0.4704451560974121,0.32174351811408997,0.47725361585617065,0.4878985285758972,0.4421245753765106,0.7603434920310974,0.4705609977245331,0.2632346749305725,0.44794782996177673,0.40595149993896484,0.36382371187210083
20,0.6710483431816101,0.47049620747566223,0.3315791189670563,0.4871462285518646,0.49551060795783997,0.45165207982063293,0.7390560507774353,0.47032368183135986,0.27415207028388977,0.5001971125602722,0.36773180961608887,0.38154152035713196
21,0.6680330634117126,0.4704526960849762,0.33472180366516113,0.4916175603866577,0.49954915046691895,0.4560905396938324,0.6997315287590027,0.4703022837638855,0.2983044385910034,0.5086933970451355,0.42089560627937317,0.41087886691093445
22,0.6603623628616333,0.4706040322780609,0.34031522274017334,0.5019882917404175,0.5057002305984497,0.46133941411972046,0.7028049230575562,0.47081393003463745,0.3043014109134674,0.4660639762878418,0.4673058092594147,0.42002588510513306
23,0.6507135629653931,0.4705272316932678,0.34987252950668335,0.5064384937286377,0.5200439095497131,0.47145551443099976,0.7397403120994568,0.4712342619895935,0.28917211294174194,0.4913482666015625,0.42159345746040344,0.3996236026287079
