,loss,iou_score,precision,recall,f1-score,val_loss,val_iou_score,val_precision,val_recall,val_f1-score
0,1.029855728149414,0.06336075812578201,0.4303375780582428,0.1959616243839264,0.0842205286026001,1.0099124908447266,0.06922442466020584,0.5759186148643494,0.08542847633361816,0.08270813524723053
1,0.9286706447601318,0.17131103575229645,0.4051494598388672,0.3132631480693817,0.2345605194568634,0.9574024677276611,0.10479580610990524,0.20331703126430511,0.285999059677124,0.15798094868659973
2,0.7903880476951599,0.26136404275894165,0.3671693503856659,0.42787039279937744,0.3565773069858551,0.8602764010429382,0.1900327503681183,0.3157871663570404,0.42501285672187805,0.2738170325756073
3,0.7075991034507751,0.32307615876197815,0.4531233310699463,0.48343905806541443,0.43159160017967224,0.7373890280723572,0.29065853357315063,0.390876829624176,0.5519757270812988,0.4024355113506317
4,0.6610982418060303,0.36014193296432495,0.5030670762062073,0.5239909887313843,0.4732658267021179,0.6384156942367554,0.3721209466457367,0.5475443005561829,0.5271133184432983,0.48530861735343933
5,0.6173700094223022,0.3956507742404938,0.5430698990821838,0.55796879529953,0.5127066373825073,0.6104428768157959,0.3923328220844269,0.5938653349876404,0.49121296405792236,0.5080704689025879
6,0.6135222911834717,0.4016164243221283,0.5498534440994263,0.5652936100959778,0.5182971954345703,0.6328425407409668,0.3743022680282593,0.5929016470909119,0.5249990820884705,0.48583999276161194
7,0.5922158360481262,0.41765251755714417,0.5660328269004822,0.5801224708557129,0.5352653861045837,0.6296166777610779,0.3808901906013489,0.5709267854690552,0.5247195959091187,0.4923086166381836
8,0.5780430436134338,0.42882150411605835,0.583164632320404,0.5864710807800293,0.5482915043830872,0.5726461410522461,0.424372136592865,0.5608543753623962,0.6155982613563538,0.5538626313209534
9,0.5674659609794617,0.43672195076942444,0.5928223729133606,0.5972712635993958,0.5580891370773315,0.5895023941993713,0.4092872142791748,0.6281858682632446,0.5120640397071838,0.5268827676773071
10,0.5572019219398499,0.443377286195755,0.6012395620346069,0.6013689637184143,0.5638218522071838,0.5917121767997742,0.41495418548583984,0.6253327131271362,0.5218420028686523,0.52576744556427
11,0.5497772693634033,0.45227736234664917,0.6096511483192444,0.6107270121574402,0.5739762187004089,0.5376166105270386,0.4666198492050171,0.6553344130516052,0.5814992189407349,0.5864079594612122
12,0.5445947647094727,0.45962631702423096,0.6148030161857605,0.6181849241256714,0.5802721381187439,0.5841861367225647,0.4115902781486511,0.5901601314544678,0.5920856595039368,0.5342227220535278
13,0.5353750586509705,0.46655815839767456,0.6248720288276672,0.6202397346496582,0.5870426893234253,0.5607225894927979,0.4293973743915558,0.63510662317276,0.5415356159210205,0.5440608263015747
14,0.5246202945709229,0.4734858572483063,0.6328135132789612,0.6276955604553223,0.5951412916183472,0.5226344466209412,0.4742082953453064,0.623254120349884,0.6197497844696045,0.5942882299423218
15,0.5175396800041199,0.48043060302734375,0.6413971781730652,0.6342425346374512,0.6028844714164734,0.5643993020057678,0.42431652545928955,0.6273483633995056,0.5328160524368286,0.5411562323570251
16,0.5075371265411377,0.4891093373298645,0.6492393612861633,0.6368693709373474,0.6096267104148865,0.5631568431854248,0.42417779564857483,0.6172116994857788,0.5505096912384033,0.5404374003410339
17,0.5042901039123535,0.49414244294166565,0.6564216017723083,0.6463534832000732,0.616115927696228,0.5545804500579834,0.4562060832977295,0.678052544593811,0.5657086372375488,0.5721585750579834
18,0.5110207796096802,0.4896668791770935,0.6524286866188049,0.6405008435249329,0.611133873462677,0.5425679683685303,0.4668521285057068,0.627853274345398,0.6367290616035461,0.5884014964103699
19,0.49742597341537476,0.5008363127708435,0.6612803936004639,0.6470611691474915,0.621434211730957,0.5394443273544312,0.45803892612457275,0.6568605303764343,0.5779346823692322,0.5724074840545654
