,loss,iou_score,precision,recall,f1-score,val_loss,val_iou_score,val_precision,val_recall,val_f1-score
20,0.4983784556388855,0.4979845881462097,0.6644014120101929,0.6454482078552246,0.6208049058914185,0.528378427028656,0.47056907415390015,0.660906195640564,0.5748322606086731,0.5889986753463745
21,0.49109962582588196,0.5056759119033813,0.6673651337623596,0.6544326543807983,0.6270642876625061,0.5565963983535767,0.44714227318763733,0.6172406077384949,0.5855415463447571,0.5634980201721191
22,0.48363274335861206,0.5100836157798767,0.6752125024795532,0.6549559235572815,0.6311296820640564,0.5510079860687256,0.4499431550502777,0.6699045896530151,0.5423578023910522,0.5624854564666748
23,0.4789717197418213,0.518822968006134,0.6824604868888855,0.6632215976715088,0.640151858329773,0.5278781652450562,0.4815232753753662,0.6777104139328003,0.5737136602401733,0.5949093103408813
24,0.47702762484550476,0.5234361886978149,0.6856173872947693,0.669222891330719,0.6434631943702698,0.5513143539428711,0.4629114866256714,0.6678525805473328,0.5830550193786621,0.5773128271102905
25,0.47485148906707764,0.5213379263877869,0.6842477917671204,0.6666422486305237,0.6417799592018127,0.5376496315002441,0.463862806558609,0.6505418419837952,0.5829874277114868,0.578065037727356
26,0.4630783796310425,0.5298336744308472,0.6959304213523865,0.6726706624031067,0.6516597270965576,0.5039218664169312,0.494349867105484,0.678787350654602,0.6026667356491089,0.6119463443756104
27,0.4675997793674469,0.528546154499054,0.6947173476219177,0.669276773929596,0.6494541764259338,0.531067430973053,0.46298182010650635,0.6710003614425659,0.561615526676178,0.5775028467178345
28,0.46042510867118835,0.534580409526825,0.698252260684967,0.6729932427406311,0.6550414562225342,0.5438225865364075,0.45710116624832153,0.681991457939148,0.5399597883224487,0.5705887079238892
29,0.4576696753501892,0.5388748049736023,0.6998200416564941,0.6814825534820557,0.6597936153411865,0.537128210067749,0.4758964776992798,0.693966269493103,0.5909130573272705,0.5917925238609314
30,0.46433132886886597,0.5316364765167236,0.6936671137809753,0.6775153279304504,0.6524221301078796,0.561330258846283,0.4665824770927429,0.6437140703201294,0.6229185461997986,0.5856752991676331
31,0.4535106122493744,0.5448970794677734,0.7092251181602478,0.6824021339416504,0.6648777723312378,0.5285404324531555,0.47132739424705505,0.6633246541023254,0.595379114151001,0.5870646238327026
32,0.4561976194381714,0.5387508273124695,0.703816294670105,0.6806397438049316,0.6595842242240906,0.5124476552009583,0.4809015691280365,0.6442247629165649,0.6125106811523438,0.6031563878059387
33,0.44903090596199036,0.5458502173423767,0.7092180848121643,0.6853904128074646,0.6657572984695435,0.5846587419509888,0.4099593460559845,0.6730213761329651,0.49906858801841736,0.5147143006324768
34,0.44335463643074036,0.549831211566925,0.7113829851150513,0.6881293058395386,0.6694141626358032,0.5250918865203857,0.4738640785217285,0.6924585700035095,0.5596972107887268,0.5881057977676392
35,0.44300946593284607,0.5536239147186279,0.7170684337615967,0.6918519139289856,0.6734809875488281,0.5280778408050537,0.4799254834651947,0.730920135974884,0.5748776793479919,0.5956577658653259
36,0.44405293464660645,0.5540332198143005,0.7128771543502808,0.6967977285385132,0.6729748249053955,0.5465637445449829,0.471359521150589,0.6891841292381287,0.5830987691879272,0.5836219191551208
37,0.43857523798942566,0.5590636730194092,0.7210966348648071,0.6956548094749451,0.6786275506019592,0.5371426939964294,0.4682929813861847,0.6855900287628174,0.5820959806442261,0.5817294716835022
38,0.4312249422073364,0.5626866817474365,0.723017156124115,0.7013899683952332,0.6826542615890503,0.5124381184577942,0.48276081681251526,0.6675091981887817,0.5999317169189453,0.6026877760887146
39,0.43161001801490784,0.561350405216217,0.7248364686965942,0.6994166970252991,0.681117057800293,0.5836687088012695,0.41832032799720764,0.6732639074325562,0.5257745981216431,0.5317423343658447
40,0.4263852834701538,0.5674123167991638,0.7281386852264404,0.7030967473983765,0.6865206956863403,0.5420185923576355,0.46592625975608826,0.661388099193573,0.5492966771125793,0.5740689039230347
41,0.4253799617290497,0.5671127438545227,0.7290284037590027,0.7061119675636292,0.6864215731620789,0.5509907007217407,0.47291186451911926,0.6665180921554565,0.5930969715118408,0.5840020179748535
42,0.42705246806144714,0.573571503162384,0.7358716130256653,0.7094723582267761,0.6919907331466675,0.546414852142334,0.4652737081050873,0.6681426763534546,0.6030762195587158,0.5807844996452332
43,0.4199013411998749,0.5768844485282898,0.7411923408508301,0.7080793976783752,0.6950602531433105,0.5489914417266846,0.46827232837677,0.7201066017150879,0.5779966115951538,0.5775188207626343
44,0.42154964804649353,0.5732616186141968,0.7377076148986816,0.7070525288581848,0.6923194527626038,0.5131431818008423,0.49576711654663086,0.7265567779541016,0.5849440097808838,0.6086583733558655
45,0.4214675724506378,0.572137713432312,0.7313863039016724,0.7107709646224976,0.6911740899085999,0.540148138999939,0.46954190731048584,0.6841059923171997,0.5873070955276489,0.5797836184501648
46,0.4132176637649536,0.5796403288841248,0.7405647039413452,0.7141163349151611,0.6973462700843811,0.5281935930252075,0.4877098500728607,0.6816693544387817,0.5852858424186707,0.5951369404792786
47,0.41207563877105713,0.5867937207221985,0.743993878364563,0.7202848196029663,0.7039663195610046,0.5439565777778625,0.47829896211624146,0.7315163016319275,0.5706672072410583,0.5877039432525635
48,0.4152176082134247,0.5841522216796875,0.745132327079773,0.7194676995277405,0.7015699744224548,0.5430171489715576,0.4857989251613617,0.6738746762275696,0.6192370057106018,0.6042159199714661
49,0.41470155119895935,0.5835726857185364,0.7470216155052185,0.7137812972068787,0.7014779448509216,0.52818763256073,0.47554224729537964,0.7167293429374695,0.5658704042434692,0.5864961743354797
50,0.4121769070625305,0.5837626457214355,0.7408419251441956,0.7170270085334778,0.7015524506568909,0.5134691596031189,0.4909444749355316,0.7106675505638123,0.5781345963478088,0.6040471196174622
51,0.4135764241218567,0.5808755159378052,0.7402912378311157,0.7160919904708862,0.6988562345504761,0.5253157019615173,0.4800490736961365,0.6858517527580261,0.599867582321167,0.5946234464645386
52,0.40563076734542847,0.5894297361373901,0.7479550838470459,0.7232688665390015,0.7062830328941345,0.5237910747528076,0.4831673800945282,0.6407164335250854,0.5950322151184082,0.5920426845550537
53,0.4018005132675171,0.5984521508216858,0.7565929889678955,0.7287900447845459,0.7148785591125488,0.527693510055542,0.4869379997253418,0.7364611625671387,0.5613763928413391,0.5972832441329956
54,0.4042341709136963,0.5956277251243591,0.7581341862678528,0.7262858748435974,0.7128617763519287,0.5462161898612976,0.48351073265075684,0.6835337281227112,0.5992193818092346,0.593855619430542
55,0.4003434479236603,0.5991131663322449,0.7542238235473633,0.7275668978691101,0.7153948545455933,0.5492623448371887,0.4735258221626282,0.7144801616668701,0.5735293626785278,0.580035388469696
56,0.3931850492954254,0.6017739772796631,0.760654628276825,0.7309898734092712,0.7194857001304626,0.5106503963470459,0.49362000823020935,0.7279416918754578,0.6023259162902832,0.6087099313735962
57,0.39884912967681885,0.5989668369293213,0.7576574683189392,0.7291750907897949,0.7150273323059082,0.5196319818496704,0.4816574454307556,0.6479145884513855,0.604640007019043,0.5965602397918701
58,0.39094051718711853,0.6052512526512146,0.7601520419120789,0.7333735227584839,0.7199976444244385,0.5242136120796204,0.4840218424797058,0.7197514772415161,0.5664321184158325,0.5952125787734985
59,0.3933325707912445,0.6074314117431641,0.7652109265327454,0.7334014177322388,0.7228273153305054,0.5398085713386536,0.48629090189933777,0.6897933483123779,0.5896964073181152,0.5915631055831909
60,0.3976067006587982,0.6035686731338501,0.7593894004821777,0.735755205154419,0.7192240357398987,0.5351176857948303,0.48396822810173035,0.6989843249320984,0.5913472771644592,0.5976616740226746
61,0.38974735140800476,0.6110328435897827,0.7703467607498169,0.734923243522644,0.725520133972168,0.5396834015846252,0.4732617437839508,0.7087260484695435,0.5668449401855469,0.5784313082695007
62,0.3818681836128235,0.617209792137146,0.773891031742096,0.7416648864746094,0.7322648167610168,0.5286341309547424,0.47721171379089355,0.7238724827766418,0.5729782581329346,0.5895878076553345
63,0.3877800405025482,0.6133710145950317,0.7667557597160339,0.7392414212226868,0.7279818654060364,0.5106407999992371,0.49299541115760803,0.68149334192276,0.5946062207221985,0.604296863079071
64,0.3843250274658203,0.6112890839576721,0.7676200270652771,0.7380886077880859,0.7259494662284851,0.5311782956123352,0.47615548968315125,0.7229999303817749,0.5524020195007324,0.5849543809890747
65,0.38322770595550537,0.6173698306083679,0.772017776966095,0.7439922094345093,0.7316186428070068,0.5064219832420349,0.5014244318008423,0.7331662178039551,0.5956793427467346,0.6154059171676636
66,0.38816773891448975,0.613727331161499,0.7684191465377808,0.7426934838294983,0.7292083501815796,0.5301757454872131,0.48507001996040344,0.6877619624137878,0.6125879883766174,0.5998848080635071
67,0.3821471631526947,0.617456316947937,0.7755546569824219,0.7418470978736877,0.7318828105926514,0.5233071446418762,0.48087403178215027,0.7002915143966675,0.5846862196922302,0.5943769216537476
68,0.37395375967025757,0.6240286827087402,0.7768481373786926,0.7502381801605225,0.7391633987426758,0.5174888968467712,0.4962717890739441,0.6984304785728455,0.6078293323516846,0.605077862739563
69,0.37552160024642944,0.6263266801834106,0.7810660004615784,0.746267557144165,0.7393048405647278,0.5299440622329712,0.4781773090362549,0.6727328896522522,0.5936571359634399,0.5889094471931458
70,0.3760239779949188,0.6251024603843689,0.7819032669067383,0.7463156580924988,0.7380074858665466,0.5246085524559021,0.48141247034072876,0.7247927784919739,0.5614510178565979,0.591774046421051
71,0.37291112542152405,0.6332162618637085,0.785854160785675,0.7535639405250549,0.7450715899467468,0.532779335975647,0.48865649104118347,0.7644560933113098,0.5704584121704102,0.5967751145362854
72,0.37824225425720215,0.6243197917938232,0.7769354581832886,0.7506139874458313,0.7378453016281128,0.5469033718109131,0.4757353663444519,0.6974432468414307,0.5896372199058533,0.5912624597549438
73,0.38098716735839844,0.6224114894866943,0.7811753153800964,0.7419959306716919,0.7366214990615845,0.5261985659599304,0.4807462990283966,0.7019780874252319,0.5913012027740479,0.5915322303771973
74,0.37404683232307434,0.6248500943183899,0.7797053456306458,0.748458981513977,0.739216685295105,0.5103002190589905,0.485880583524704,0.7399098873138428,0.5742748975753784,0.6044220924377441
75,0.3754371404647827,0.6244916319847107,0.7819728255271912,0.7476487159729004,0.7381102442741394,0.5167771577835083,0.4836540222167969,0.708433210849762,0.5805506110191345,0.5940365791320801
76,0.3755909204483032,0.6213656663894653,0.7756626009941101,0.749630868434906,0.7352086305618286,0.5143048763275146,0.48973143100738525,0.6969919204711914,0.5798519849777222,0.6012438535690308
77,0.3692238926887512,0.6360350847244263,0.7903497219085693,0.7551320791244507,0.7488204836845398,0.528839111328125,0.4931740462779999,0.7237393260002136,0.5942864418029785,0.6021456718444824
78,0.37192773818969727,0.6351339817047119,0.7927221059799194,0.7558343410491943,0.7475720643997192,0.5495976209640503,0.48285728693008423,0.6849031448364258,0.6077538132667542,0.5910099148750305
79,0.36314499378204346,0.6407713890075684,0.7954362630844116,0.7578107714653015,0.7526305317878723,0.5188716650009155,0.49435049295425415,0.7107238173484802,0.6101730465888977,0.6034811735153198
